ID caso;Actividad;Ejecutor;Inicio;Fin;tipoDefecto;tipoTelefono;numeroReparaciones;defectoArreglado
604;Informar a cliente;Sistema;13-01-2011 11:36;13-01-2011 11:36;;;;
604;Reparacion (compleja);ReparadorC2;13-01-2011 11:46;13-01-2011 11:46;;;;
604;Probar reparacion;Tester1;13-01-2011 11:46;13-01-2011 11:55;;;0;TRUE
604;Archivar reparacion;Sistema;13-01-2011 12:02;13-01-2011 12:02;;;0;TRUE
605;Registrar;Sistema;13-01-2011 10:20;13-01-2011 10:20;;;;
605;Analizar defecto;Tester5;13-01-2011 10:20;13-01-2011 10:25;4;T1;;
605;Reparacion (simple);ReparadorS1;13-01-2011 10:27;13-01-2011 10:32;;;;
605;Probar reparacion;Tester3;13-01-2011 10:32;13-01-2011 10:42;;;1;FALSE
605;Volver a reparar;Sistema;13-01-2011 10:48;13-01-2011 10:48;;;;
605;Reparacion (simple);ReparadorS2;13-01-2011 10:48;13-01-2011 10:54;;;;
605;Informar a cliente;Sistema;13-01-2011 11:00;13-01-2011 11:00;;;;
605;Probar reparacion;Tester1;13-01-2011 11:01;13-01-2011 11:01;;;2;TRUE
605;Archivar reparacion;Sistema;13-01-2011 11:07;13-01-2011 11:07;;;2;TRUE
606;Registrar;Sistema;14-01-2011 14:27;14-01-2011 14:27;;;;
606;Analizar defecto;Tester4;14-01-2011 14:27;14-01-2011 14:33;5;T2;;
606;Informar a cliente;Sistema;14-01-2011 14:56;14-01-2011 14:56;;;;
606;Reparacion (compleja);ReparadorC2;14-01-2011 15:05;14-01-2011 15:05;;;;
606;Probar reparacion;Tester4;14-01-2011 15:05;14-01-2011 15:15;;;0;TRUE
606;Archivar reparacion;Sistema;14-01-2011 15:22;14-01-2011 15:22;;;0;TRUE
607;Registrar;Sistema;14-01-2011 3:03;14-01-2011 3:03;;;;
607;Analizar defecto;Tester5;14-01-2011 3:03;14-01-2011 3:11;9;T2;;
607;Informar a cliente;Sistema;14-01-2011 3:42;14-01-2011 3:42;;;;
607;Reparacion (compleja);ReparadorC2;14-01-2011 3:49;14-01-2011 3:49;;;;
607;Probar reparacion;Tester2;14-01-2011 3:49;14-01-2011 3:57;;;0;TRUE
607;Archivar reparacion;Sistema;14-01-2011 4:07;14-01-2011 4:07;;;0;TRUE
608;Registrar;Sistema;13-01-2011 13:25;13-01-2011 13:25;;;;
608;Analizar defecto;Tester1;13-01-2011 13:25;13-01-2011 13:35;2;T2;;
608;Reparacion (simple);ReparadorS1;13-01-2011 13:56;13-01-2011 14:01;;;;
608;Probar reparacion;Tester1;13-01-2011 14:01;13-01-2011 14:06;;;1;FALSE
608;Volver a reparar;Sistema;13-01-2011 14:16;13-01-2011 14:16;;;;
608;Informar a cliente;Sistema;13-01-2011 14:21;13-01-2011 14:21;;;;
608;Reparacion (simple);ReparadorS1;13-01-2011 14:22;13-01-2011 14:22;;;;
608;Probar reparacion;Tester4;13-01-2011 14:22;13-01-2011 14:31;;;2;FALSE
608;Volver a reparar;Sistema;13-01-2011 14:36;13-01-2011 14:36;;;;
608;Reparacion (simple);ReparadorS1;13-01-2011 14:36;13-01-2011 14:42;;;;
608;Probar reparacion;Tester5;13-01-2011 14:42;13-01-2011 14:47;;;3;FALSE
608;Archivar reparacion;Sistema;13-01-2011 14:55;13-01-2011 14:55;;;3;FALSE
609;Registrar;Sistema;14-01-2011 13:19;14-01-2011 13:19;;;;
609;Analizar defecto;Tester4;14-01-2011 13:19;14-01-2011 13:26;2;T3;;
609;Reparacion (simple);ReparadorS1;14-01-2011 13:43;14-01-2011 13:48;;;;
609;Probar reparacion;Tester1;14-01-2011 13:48;14-01-2011 13:56;;;1;FALSE
609;Volver a reparar;Sistema;14-01-2011 14:05;14-01-2011 14:05;;;;
609;Informar a cliente;Sistema;14-01-2011 14:12;14-01-2011 14:12;;;;
609;Reparacion (simple);ReparadorS3;14-01-2011 14:25;14-01-2011 14:25;;;;
609;Probar reparacion;Tester3;14-01-2011 14:25;14-01-2011 14:34;;;2;TRUE
609;Archivar reparacion;Sistema;14-01-2011 14:43;14-01-2011 14:43;;;2;TRUE
61;Registrar;Sistema;02-01-2011 6:47;02-01-2011 6:47;;;;
61;Analizar defecto;Tester3;02-01-2011 6:47;02-01-2011 6:53;3;T3;;
61;Informar a cliente;Sistema;02-01-2011 7:15;02-01-2011 7:15;;;;
61;Reparacion (simple);ReparadorS1;02-01-2011 7:17;02-01-2011 7:17;;;;
61;Probar reparacion;Tester1;02-01-2011 7:17;02-01-2011 7:27;;;1;FALSE
61;Volver a reparar;Sistema;02-01-2011 7:34;02-01-2011 7:34;;;;
61;Reparacion (simple);ReparadorS2;02-01-2011 7:34;02-01-2011 7:45;;;;
61;Probar reparacion;Tester4;02-01-2011 7:45;02-01-2011 7:53;;;2;FALSE
61;Volver a reparar;Sistema;02-01-2011 8:00;02-01-2011 8:00;;;;
61;Reparacion (simple);ReparadorS3;02-01-2011 8:00;02-01-2011 8:17;;;;
61;Probar reparacion;Tester2;02-01-2011 8:17;02-01-2011 8:24;;;3;TRUE
61;Archivar reparacion;Sistema;02-01-2011 8:32;02-01-2011 8:32;;;3;TRUE
610;Registrar;Sistema;14-01-2011 12:00;14-01-2011 12:00;;;;
610;Analizar defecto;Tester2;14-01-2011 12:00;14-01-2011 12:10;7;T3;;
610;Informar a cliente;Sistema;14-01-2011 12:36;14-01-2011 12:36;;;;
610;Reparacion (compleja);ReparadorC2;14-01-2011 12:49;14-01-2011 12:49;;;;
610;Probar reparacion;Tester6;14-01-2011 12:49;14-01-2011 12:54;;;0;TRUE
610;Archivar reparacion;Sistema;14-01-2011 13:03;14-01-2011 13:03;;;0;TRUE
611;Registrar;Sistema;14-01-2011 7:21;14-01-2011 7:21;;;;
611;Analizar defecto;Tester6;14-01-2011 7:21;14-01-2011 7:28;5;T2;;
611;Informar a cliente;Sistema;14-01-2011 7:46;14-01-2011 7:46;;;;
611;Reparacion (compleja);ReparadorC3;14-01-2011 8:25;14-01-2011 8:25;;;;
611;Probar reparacion;Tester1;14-01-2011 8:25;14-01-2011 8:34;;;0;TRUE
611;Archivar reparacion;Sistema;14-01-2011 8:40;14-01-2011 8:40;;;0;TRUE
612;Registrar;Sistema;13-01-2011 20:11;13-01-2011 20:11;;;;
612;Analizar defecto;Tester1;13-01-2011 20:11;13-01-2011 20:21;7;T2;;
612;Informar a cliente;Sistema;13-01-2011 20:40;13-01-2011 20:40;;;;
612;Reparacion (compleja);ReparadorC1;13-01-2011 20:49;13-01-2011 21:04;;;;
612;Probar reparacion;Tester1;13-01-2011 21:04;13-01-2011 21:10;;;0;TRUE
612;Archivar reparacion;Sistema;13-01-2011 21:20;13-01-2011 21:20;;;0;TRUE
613;Registrar;Sistema;14-01-2011 23:09;14-01-2011 23:09;;;;
613;Analizar defecto;Tester4;14-01-2011 23:09;14-01-2011 23:14;8;T3;;
613;Reparacion (compleja);ReparadorC2;14-01-2011 23:16;14-01-2011 23:29;;;;
613;Probar reparacion;Tester6;14-01-2011 23:29;14-01-2011 23:35;;;0;TRUE
613;Informar a cliente;Sistema;14-01-2011 23:52;14-01-2011 23:52;;;;
613;Archivar reparacion;Sistema;14-01-2011 23:52;14-01-2011 23:52;;;0;TRUE
614;Registrar;Sistema;13-01-2011 19:41;13-01-2011 19:41;;;;
614;Analizar defecto;Tester3;13-01-2011 19:41;13-01-2011 19:48;2;T3;;
614;Reparacion (simple);ReparadorS2;13-01-2011 19:54;13-01-2011 20:03;;;;
614;Probar reparacion;Tester3;13-01-2011 20:03;13-01-2011 20:13;;;1;FALSE
614;Volver a reparar;Sistema;13-01-2011 20:19;13-01-2011 20:19;;;;
614;Informar a cliente;Sistema;13-01-2011 20:25;13-01-2011 20:25;;;;
614;Reparacion (simple);ReparadorS3;13-01-2011 20:39;13-01-2011 20:39;;;;
614;Probar reparacion;Tester3;13-01-2011 20:39;13-01-2011 20:49;;;2;TRUE
614;Archivar reparacion;Sistema;13-01-2011 20:56;13-01-2011 20:56;;;2;TRUE
615;Registrar;Sistema;13-01-2011 13:02;13-01-2011 13:02;;;;
615;Analizar defecto;Tester6;13-01-2011 13:02;13-01-2011 13:08;2;T3;;
615;Informar a cliente;Sistema;13-01-2011 13:45;13-01-2011 13:45;;;;
615;Reparacion (simple);ReparadorS2;13-01-2011 13:47;13-01-2011 13:47;;;;
615;Probar reparacion;Tester5;13-01-2011 13:47;13-01-2011 13:53;;;1;FALSE
615;Volver a reparar;Sistema;13-01-2011 14:01;13-01-2011 14:01;;;;
615;Reparacion (simple);ReparadorS1;13-01-2011 14:01;13-01-2011 14:08;;;;
615;Probar reparacion;Tester2;13-01-2011 14:08;13-01-2011 14:16;;;2;FALSE
615;Volver a reparar;Sistema;13-01-2011 14:26;13-01-2011 14:26;;;;
615;Reparacion (simple);ReparadorS2;13-01-2011 14:26;13-01-2011 14:34;;;;
615;Probar reparacion;Tester2;13-01-2011 14:34;13-01-2011 14:43;;;3;FALSE
615;Archivar reparacion;Sistema;13-01-2011 14:52;13-01-2011 14:52;;;3;FALSE
616;Registrar;Sistema;13-01-2011 20:21;13-01-2011 20:21;;;;
616;Analizar defecto;Tester1;13-01-2011 20:21;13-01-2011 20:28;9;T3;;
616;Informar a cliente;Sistema;13-01-2011 21:08;13-01-2011 21:08;;;;
616;Reparacion (compleja);ReparadorC3;13-01-2011 21:29;13-01-2011 21:29;;;;
616;Probar reparacion;Tester3;13-01-2011 21:29;13-01-2011 21:35;;;0;TRUE
616;Archivar reparacion;Sistema;13-01-2011 21:40;13-01-2011 21:40;;;0;TRUE
617;Registrar;Sistema;14-01-2011 0:52;14-01-2011 0:52;;;;
617;Analizar defecto;Tester2;14-01-2011 0:52;14-01-2011 1:01;6;T1;;
617;Informar a cliente;Sistema;14-01-2011 1:17;14-01-2011 1:17;;;;
617;Reparacion (simple);ReparadorS3;14-01-2011 1:20;14-01-2011 1:20;;;;
617;Probar reparacion;Tester5;14-01-2011 1:20;14-01-2011 1:30;;;1;TRUE
617;Archivar reparacion;Sistema;14-01-2011 1:39;14-01-2011 1:39;;;1;TRUE
618;Registrar;Sistema;14-01-2011 15:55;14-01-2011 15:55;;;;
618;Analizar defecto;Tester3;14-01-2011 15:55;14-01-2011 16:05;1;T3;;
618;Informar a cliente;Sistema;14-01-2011 16:32;14-01-2011 16:32;;;;
618;Reparacion (simple);ReparadorS2;14-01-2011 16:35;14-01-2011 16:50;;;;
618;Probar reparacion;Tester5;14-01-2011 16:50;14-01-2011 16:57;;;1;TRUE
618;Archivar reparacion;Sistema;14-01-2011 17:06;14-01-2011 17:06;;;1;TRUE
619;Registrar;Sistema;14-01-2011 23:42;14-01-2011 23:42;;;;
619;Analizar defecto;Tester4;14-01-2011 23:42;14-01-2011 23:51;7;T1;;
619;Informar a cliente;Sistema;15-01-2011 0:41;15-01-2011 0:41;;;;
619;Reparacion (compleja);ReparadorC3;15-01-2011 0:58;15-01-2011 0:58;;;;
619;Probar reparacion;Tester2;15-01-2011 0:58;15-01-2011 1:08;;;0;TRUE
619;Archivar reparacion;Sistema;15-01-2011 1:17;15-01-2011 1:17;;;0;TRUE
62;Registrar;Sistema;02-01-2011 11:13;02-01-2011 11:13;;;;
62;Analizar defecto;Tester5;02-01-2011 11:13;02-01-2011 11:20;1;T1;;
62;Reparacion (simple);ReparadorS1;02-01-2011 11:26;02-01-2011 11:33;;;;
62;Probar reparacion;Tester1;02-01-2011 11:33;02-01-2011 11:42;;;1;FALSE
62;Informar a cliente;Sistema;02-01-2011 11:43;02-01-2011 11:43;;;;
62;Volver a reparar;Sistema;02-01-2011 11:51;02-01-2011 11:51;;;;
62;Reparacion (simple);ReparadorS2;02-01-2011 11:51;02-01-2011 11:58;;;;
62;Probar reparacion;Tester6;02-01-2011 11:58;02-01-2011 12:05;;;2;TRUE
62;Archivar reparacion;Sistema;02-01-2011 12:11;02-01-2011 12:11;;;2;TRUE
620;Registrar;Sistema;13-01-2011 19:50;13-01-2011 19:50;;;;
620;Analizar defecto;Tester2;13-01-2011 19:50;13-01-2011 19:57;1;T1;;
620;Reparacion (simple);ReparadorS1;13-01-2011 20:11;13-01-2011 20:18;;;;
620;Informar a cliente;Sistema;13-01-2011 20:23;13-01-2011 20:23;;;;
620;Probar reparacion;Tester2;13-01-2011 20:26;13-01-2011 20:26;;;1;FALSE
620;Volver a reparar;Sistema;13-01-2011 20:33;13-01-2011 20:33;;;;
620;Reparacion (simple);ReparadorS2;13-01-2011 20:33;13-01-2011 20:46;;;;
620;Probar reparacion;Tester1;13-01-2011 20:46;13-01-2011 20:55;;;2;TRUE
620;Archivar reparacion;Sistema;13-01-2011 21:02;13-01-2011 21:02;;;2;TRUE
621;Registrar;Sistema;15-01-2011 0:56;15-01-2011 0:56;;;;
621;Analizar defecto;Tester5;15-01-2011 0:56;15-01-2011 1:06;2;T2;;
621;Reparacion (simple);ReparadorS2;15-01-2011 1:26;15-01-2011 1:33;;;;
621;Probar reparacion;Tester2;15-01-2011 1:33;15-01-2011 1:43;;;1;FALSE
621;Volver a reparar;Sistema;15-01-2011 1:50;15-01-2011 1:50;;;;
621;Informar a cliente;Sistema;15-01-2011 1:52;15-01-2011 1:52;;;;
621;Reparacion (simple);ReparadorS2;15-01-2011 1:55;15-01-2011 1:55;;;;
621;Probar reparacion;Tester3;15-01-2011 1:55;15-01-2011 2:03;;;2;TRUE
621;Archivar reparacion;Sistema;15-01-2011 2:13;15-01-2011 2:13;;;2;TRUE
622;Registrar;Sistema;14-01-2011 10:55;14-01-2011 10:55;;;;
622;Analizar defecto;Tester1;14-01-2011 10:55;14-01-2011 11:02;2;T1;;
622;Informar a cliente;Sistema;14-01-2011 11:25;14-01-2011 11:25;;;;
622;Reparacion (simple);ReparadorS3;14-01-2011 11:42;14-01-2011 11:42;;;;
622;Probar reparacion;Tester4;14-01-2011 11:42;14-01-2011 11:51;;;1;TRUE
622;Archivar reparacion;Sistema;14-01-2011 12:01;14-01-2011 12:01;;;1;TRUE
623;Registrar;Sistema;13-01-2011 16:32;13-01-2011 16:32;;;;
623;Analizar defecto;Tester2;13-01-2011 16:32;13-01-2011 16:38;1;T3;;
623;Informar a cliente;Sistema;13-01-2011 16:55;13-01-2011 16:55;;;;
623;Reparacion (simple);ReparadorS3;13-01-2011 17:04;13-01-2011 17:23;;;;
623;Probar reparacion;Tester6;13-01-2011 17:23;13-01-2011 17:28;;;1;TRUE
623;Archivar reparacion;Sistema;13-01-2011 17:35;13-01-2011 17:35;;;1;TRUE
624;Registrar;Sistema;14-01-2011 18:06;14-01-2011 18:06;;;;
624;Analizar defecto;Tester4;14-01-2011 18:06;14-01-2011 18:13;2;T3;;
624;Informar a cliente;Sistema;14-01-2011 18:31;14-01-2011 18:31;;;;
624;Reparacion (simple);ReparadorS2;14-01-2011 18:35;14-01-2011 18:46;;;;
624;Probar reparacion;Tester6;14-01-2011 18:46;14-01-2011 18:51;;;1;TRUE
624;Archivar reparacion;Sistema;14-01-2011 18:56;14-01-2011 18:56;;;1;TRUE
625;Registrar;Sistema;13-01-2011 17:58;13-01-2011 17:58;;;;
625;Analizar defecto;Tester5;13-01-2011 17:58;13-01-2011 18:05;2;T1;;
625;Informar a cliente;Sistema;13-01-2011 18:25;13-01-2011 18:25;;;;
625;Reparacion (simple);ReparadorS3;13-01-2011 18:29;13-01-2011 18:49;;;;
625;Probar reparacion;Tester2;13-01-2011 18:49;13-01-2011 18:58;;;1;TRUE
625;Archivar reparacion;Sistema;13-01-2011 19:07;13-01-2011 19:07;;;1;TRUE
626;Registrar;Sistema;14-01-2011 4:26;14-01-2011 4:26;;;;
626;Analizar defecto;Tester2;14-01-2011 4:26;14-01-2011 4:36;3;T3;;
626;Reparacion (simple);ReparadorS3;14-01-2011 4:48;14-01-2011 4:59;;;;
626;Informar a cliente;Sistema;14-01-2011 5:06;14-01-2011 5:06;;;;
626;Probar reparacion;Tester4;14-01-2011 5:08;14-01-2011 5:08;;;1;TRUE
626;Archivar reparacion;Sistema;14-01-2011 5:17;14-01-2011 5:17;;;1;TRUE
627;Registrar;Sistema;14-01-2011 15:08;14-01-2011 15:08;;;;
627;Analizar defecto;Tester2;14-01-2011 15:08;14-01-2011 15:17;3;T3;;
627;Informar a cliente;Sistema;14-01-2011 15:32;14-01-2011 15:32;;;;
627;Reparacion (simple);ReparadorS1;14-01-2011 15:37;14-01-2011 15:44;;;;
627;Probar reparacion;Tester4;14-01-2011 15:44;14-01-2011 15:49;;;1;FALSE
627;Volver a reparar;Sistema;14-01-2011 15:55;14-01-2011 15:55;;;;
627;Reparacion (simple);ReparadorS2;14-01-2011 15:55;14-01-2011 16:01;;;;
627;Probar reparacion;Tester6;14-01-2011 16:01;14-01-2011 16:07;;;2;FALSE
627;Volver a reparar;Sistema;14-01-2011 16:15;14-01-2011 16:15;;;;
627;Reparacion (simple);ReparadorS3;14-01-2011 16:15;14-01-2011 16:35;;;;
627;Probar reparacion;Tester5;14-01-2011 16:35;14-01-2011 16:43;;;3;TRUE
627;Archivar reparacion;Sistema;14-01-2011 16:53;14-01-2011 16:53;;;3;TRUE
628;Registrar;Sistema;14-01-2011 17:49;14-01-2011 17:49;;;;
628;Analizar defecto;Tester1;14-01-2011 17:49;14-01-2011 17:54;4;T3;;
628;Reparacion (simple);ReparadorS2;14-01-2011 18:08;14-01-2011 18:20;;;;
628;Informar a cliente;Sistema;14-01-2011 18:28;14-01-2011 18:28;;;;
628;Probar reparacion;Tester4;14-01-2011 18:29;14-01-2011 18:29;;;1;FALSE
628;Volver a reparar;Sistema;14-01-2011 18:39;14-01-2011 18:39;;;;
628;Reparacion (simple);ReparadorS1;14-01-2011 18:39;14-01-2011 18:46;;;;
628;Probar reparacion;Tester1;14-01-2011 18:46;14-01-2011 18:53;;;2;FALSE
628;Volver a reparar;Sistema;14-01-2011 19:03;14-01-2011 19:03;;;;
628;Reparacion (simple);ReparadorS3;14-01-2011 19:03;14-01-2011 19:23;;;;
628;Probar reparacion;Tester5;14-01-2011 19:23;14-01-2011 19:29;;;3;TRUE
628;Archivar reparacion;Sistema;14-01-2011 19:39;14-01-2011 19:39;;;3;TRUE
629;Registrar;Sistema;14-01-2011 20:33;14-01-2011 20:33;;;;
629;Analizar defecto;Tester3;14-01-2011 20:33;14-01-2011 20:42;5;T1;;
629;Informar a cliente;Sistema;14-01-2011 21:12;14-01-2011 21:12;;;;
629;Reparacion (simple);ReparadorS3;14-01-2011 21:17;14-01-2011 21:17;;;;
629;Probar reparacion;Tester6;14-01-2011 21:17;14-01-2011 21:26;;;1;TRUE
629;Archivar reparacion;Sistema;14-01-2011 21:33;14-01-2011 21:33;;;1;TRUE
63;Registrar;Sistema;03-01-2011 19:45;03-01-2011 19:45;;;;
63;Analizar defecto;Tester2;03-01-2011 19:45;03-01-2011 19:55;10;T1;;
63;Informar a cliente;Sistema;03-01-2011 20:14;03-01-2011 20:14;;;;
63;Reparacion (compleja);ReparadorC3;03-01-2011 20:49;03-01-2011 20:49;;;;
63;Probar reparacion;Tester1;03-01-2011 20:49;03-01-2011 20:58;;;0;TRUE
63;Archivar reparacion;Sistema;03-01-2011 21:03;03-01-2011 21:03;;;0;TRUE
630;Registrar;Sistema;14-01-2011 13:57;14-01-2011 13:57;;;;
630;Analizar defecto;Tester6;14-01-2011 13:57;14-01-2011 14:02;3;T3;;
630;Reparacion (simple);ReparadorS1;14-01-2011 14:20;14-01-2011 14:26;;;;
630;Probar reparacion;Tester6;14-01-2011 14:26;14-01-2011 14:35;;;1;FALSE
630;Volver a reparar;Sistema;14-01-2011 14:41;14-01-2011 14:41;;;;
630;Informar a cliente;Sistema;14-01-2011 14:45;14-01-2011 14:45;;;;
630;Reparacion (simple);ReparadorS3;14-01-2011 15:00;14-01-2011 15:00;;;;
630;Probar reparacion;Tester2;14-01-2011 15:00;14-01-2011 15:07;;;2;TRUE
630;Archivar reparacion;Sistema;14-01-2011 15:12;14-01-2011 15:12;;;2;TRUE
631;Registrar;Sistema;15-01-2011 4:53;15-01-2011 4:53;;;;
631;Analizar defecto;Tester2;15-01-2011 4:53;15-01-2011 5:02;2;T1;;
631;Informar a cliente;Sistema;15-01-2011 5:19;15-01-2011 5:19;;;;
631;Reparacion (simple);ReparadorS1;15-01-2011 5:21;15-01-2011 5:21;;;;
631;Probar reparacion;Tester4;15-01-2011 5:21;15-01-2011 5:29;;;1;FALSE
631;Volver a reparar;Sistema;15-01-2011 5:35;15-01-2011 5:35;;;;
631;Reparacion (simple);ReparadorS3;15-01-2011 5:35;15-01-2011 5:46;;;;
631;Probar reparacion;Tester2;15-01-2011 5:46;15-01-2011 5:51;;;2;TRUE
631;Archivar reparacion;Sistema;15-01-2011 5:58;15-01-2011 5:58;;;2;TRUE
632;Registrar;Sistema;15-01-2011 4:02;15-01-2011 4:02;;;;
632;Analizar defecto;Tester4;15-01-2011 4:02;15-01-2011 4:07;7;T2;;
632;Reparacion (compleja);ReparadorC1;15-01-2011 4:11;15-01-2011 4:25;;;;
632;Informar a cliente;Sistema;15-01-2011 4:29;15-01-2011 4:29;;;;
632;Probar reparacion;Tester6;15-01-2011 4:35;15-01-2011 4:35;;;0;TRUE
632;Archivar reparacion;Sistema;15-01-2011 4:41;15-01-2011 4:41;;;0;TRUE
633;Registrar;Sistema;15-01-2011 0:55;15-01-2011 0:55;;;;
633;Analizar defecto;Tester6;15-01-2011 0:55;15-01-2011 1:02;4;T3;;
633;Reparacion (simple);ReparadorS2;15-01-2011 1:08;15-01-2011 1:18;;;;
633;Informar a cliente;Sistema;15-01-2011 1:23;15-01-2011 1:23;;;;
633;Probar reparacion;Tester6;15-01-2011 1:27;15-01-2011 1:27;;;1;TRUE
633;Archivar reparacion;Sistema;15-01-2011 1:34;15-01-2011 1:34;;;1;TRUE
634;Registrar;Sistema;14-01-2011 23:30;14-01-2011 23:30;;;;
634;Analizar defecto;Tester3;14-01-2011 23:30;14-01-2011 23:35;8;T2;;
634;Reparacion (compleja);ReparadorC1;14-01-2011 23:37;14-01-2011 23:49;;;;
634;Probar reparacion;Tester1;14-01-2011 23:49;14-01-2011 23:55;;;0;TRUE
634;Informar a cliente;Sistema;15-01-2011 0:00;15-01-2011 0:00;;;;
634;Archivar reparacion;Sistema;15-01-2011 0:01;15-01-2011 0:01;;;0;TRUE
635;Registrar;Sistema;15-01-2011 4:40;15-01-2011 4:40;;;;
635;Analizar defecto;Tester2;15-01-2011 4:40;15-01-2011 4:48;10;T2;;
635;Reparacion (compleja);ReparadorC1;15-01-2011 4:58;15-01-2011 5:15;;;;
635;Informar a cliente;Sistema;15-01-2011 5:20;15-01-2011 5:20;;;;
635;Probar reparacion;Tester5;15-01-2011 5:25;15-01-2011 5:25;;;0;TRUE
635;Archivar reparacion;Sistema;15-01-2011 5:33;15-01-2011 5:33;;;0;TRUE
636;Registrar;Sistema;15-01-2011 5:19;15-01-2011 5:19;;;;
636;Analizar defecto;Tester3;15-01-2011 5:19;15-01-2011 5:29;7;T1;;
636;Informar a cliente;Sistema;15-01-2011 5:56;15-01-2011 5:56;;;;
636;Reparacion (compleja);ReparadorC2;15-01-2011 5:58;15-01-2011 6:10;;;;
636;Probar reparacion;Tester5;15-01-2011 6:10;15-01-2011 6:15;;;0;TRUE
636;Archivar reparacion;Sistema;15-01-2011 6:20;15-01-2011 6:20;;;0;TRUE
637;Registrar;Sistema;14-01-2011 1:45;14-01-2011 1:45;;;;
637;Analizar defecto;Tester3;14-01-2011 1:45;14-01-2011 1:55;4;T1;;
637;Informar a cliente;Sistema;14-01-2011 2:28;14-01-2011 2:28;;;;
637;Reparacion (simple);ReparadorS3;14-01-2011 2:39;14-01-2011 2:39;;;;
637;Probar reparacion;Tester1;14-01-2011 2:39;14-01-2011 2:47;;;1;TRUE
637;Archivar reparacion;Sistema;14-01-2011 2:52;14-01-2011 2:52;;;1;TRUE
638;Registrar;Sistema;15-01-2011 2:16;15-01-2011 2:16;;;;
638;Analizar defecto;Tester2;15-01-2011 2:16;15-01-2011 2:22;7;T3;;
638;Informar a cliente;Sistema;15-01-2011 2:49;15-01-2011 2:49;;;;
638;Reparacion (compleja);ReparadorC3;15-01-2011 3:23;15-01-2011 3:23;;;;
638;Probar reparacion;Tester4;15-01-2011 3:23;15-01-2011 3:28;;;0;TRUE
638;Archivar reparacion;Sistema;15-01-2011 3:36;15-01-2011 3:36;;;0;TRUE
639;Registrar;Sistema;14-01-2011 23:07;14-01-2011 23:07;;;;
639;Analizar defecto;Tester6;14-01-2011 23:07;14-01-2011 23:16;7;T1;;
639;Informar a cliente;Sistema;15-01-2011 0:06;15-01-2011 0:06;;;;
639;Reparacion (compleja);ReparadorC3;15-01-2011 0:11;15-01-2011 0:11;;;;
639;Probar reparacion;Tester6;15-01-2011 0:11;15-01-2011 0:16;;;0;TRUE
639;Archivar reparacion;Sistema;15-01-2011 0:26;15-01-2011 0:26;;;0;TRUE
64;Registrar;Sistema;02-01-2011 21:40;02-01-2011 21:40;;;;
64;Analizar defecto;Tester5;02-01-2011 21:40;02-01-2011 21:48;6;T3;;
64;Reparacion (compleja);ReparadorC2;02-01-2011 22:04;02-01-2011 22:16;;;;
64;Probar reparacion;Tester1;02-01-2011 22:16;02-01-2011 22:25;;;0;TRUE
64;Informar a cliente;Sistema;02-01-2011 22:27;02-01-2011 22:27;;;;
64;Archivar reparacion;Sistema;02-01-2011 22:33;02-01-2011 22:33;;;0;TRUE
640;Registrar;Sistema;14-01-2011 1:07;14-01-2011 1:07;;;;
640;Analizar defecto;Tester5;14-01-2011 1:07;14-01-2011 1:14;8;T1;;
640;Informar a cliente;Sistema;14-01-2011 1:53;14-01-2011 1:53;;;;
640;Reparacion (compleja);ReparadorC1;14-01-2011 1:58;14-01-2011 1:58;;;;
640;Probar reparacion;Tester3;14-01-2011 1:58;14-01-2011 2:03;;;0;TRUE
640;Archivar reparacion;Sistema;14-01-2011 2:13;14-01-2011 2:13;;;0;TRUE
641;Registrar;Sistema;15-01-2011 3:07;15-01-2011 3:07;;;;
641;Analizar defecto;Tester2;15-01-2011 3:07;15-01-2011 3:12;3;T3;;
641;Reparacion (simple);ReparadorS1;15-01-2011 3:18;15-01-2011 3:25;;;;
641;Probar reparacion;Tester5;15-01-2011 3:25;15-01-2011 3:30;;;1;FALSE
641;Volver a reparar;Sistema;15-01-2011 3:38;15-01-2011 3:38;;;;
641;Reparacion (simple);ReparadorS3;15-01-2011 3:38;15-01-2011 3:55;;;;
641;Informar a cliente;Sistema;15-01-2011 3:57;15-01-2011 3:57;;;;
641;Probar reparacion;Tester5;15-01-2011 4:04;15-01-2011 4:04;;;2;TRUE
641;Archivar reparacion;Sistema;15-01-2011 4:10;15-01-2011 4:10;;;2;TRUE
642;Registrar;Sistema;14-01-2011 8:27;14-01-2011 8:27;;;;
642;Analizar defecto;Tester4;14-01-2011 8:27;14-01-2011 8:37;4;T3;;
642;Reparacion (simple);ReparadorS2;14-01-2011 9:07;14-01-2011 9:13;;;;
642;Informar a cliente;Sistema;14-01-2011 9:18;14-01-2011 9:18;;;;
642;Probar reparacion;Tester2;14-01-2011 9:20;14-01-2011 9:20;;;1;TRUE
642;Archivar reparacion;Sistema;14-01-2011 9:26;14-01-2011 9:26;;;1;TRUE
643;Registrar;Sistema;15-01-2011 5:11;15-01-2011 5:11;;;;
643;Analizar defecto;Tester1;15-01-2011 5:11;15-01-2011 5:16;7;T1;;
643;Reparacion (compleja);ReparadorC1;15-01-2011 5:23;15-01-2011 5:38;;;;
643;Probar reparacion;Tester6;15-01-2011 5:38;15-01-2011 5:43;;;0;TRUE
643;Informar a cliente;Sistema;15-01-2011 6:04;15-01-2011 6:04;;;;
643;Archivar reparacion;Sistema;15-01-2011 6:04;15-01-2011 6:04;;;0;TRUE
